recording_id,duration,conversation_detected,conversation_confidence,caller_has_speech,receiver_has_speech,caller_speech_duration,receiver_speech_duration,turn_switches,snr_db
c1ab80c89e7a5c2cb2df4c681e2e195i,8.22,True,0.9027868694759916,True,True,5.281874999999999,0.32062500000000016,1,103.87610626220703
c98ca0016efede63c55697cf03c9195o,71.04,True,1.0,True,True,28.61999999999999,27.0675,31,103.4053955078125
2d7c917facc87962ee95f5c3e937195q,21.816,True,0.6411406559405941,True,True,3.0375000000000028,3.0375000000000028,3,98.29104614257812
816a7f3c125f9f9173a0bbef3e87195q,5.328,True,0.6439999999999999,True,True,3.00375,3.00375,1,103.5586166381836
45d0a82163e4d6c9ee9e32d563f5195l,68.616,True,0.6885846153846154,True,True,57.42562500000001,57.42562500000001,13,107.98355865478516
1d60c34a5c4fc9da6cc768f4b770195e,11.8,True,0.6108704794234718,True,True,0.421875,1.1137500000000002,1,97.59512329101562
63c9c548c1b11c1be802d4219f91195e,2.75975,False,0.2,True,False,1.65375,0.0,0,93.47659301757812
cf336dd91bcfcd4c02a89d7a8e7c195o,24.06,True,0.9954919354838709,True,True,4.775625000000003,10.462500000000002,6,107.9207763671875
63b3da0b541eff9d9973867503c5195f,35.39975,True,0.9064408233276158,True,True,17.887499999999996,4.4043750000000035,11,104.4650650024414
830415c822550d5ef72f828877a0195l,3.39975,True,0.6821409983743807,True,True,0.25312500000000004,1.738125,1,95.94511413574219
13dad5c29de88e40eccac799a7a4195c,20.69975,True,1.0,True,True,5.096249999999998,4.151250000000003,2,97.59844970703125
f193e60a28c510213f53c3c1bb3c195h,0.98,False,0.0,False,True,0.0,0.5231250000000001,0,89.6659164428711
622f5b7b58fe9d7edb8015c44fe9195l,3.38,False,0.2,True,False,3.2906250000000004,0.0,0,98.16693115234375
a7d36c4bf3956118e16da16c0d25195q,7.76,True,0.9449714285714285,True,True,1.2318749999999996,2.953125,3,99.92626953125
cb6445c889ca29f57c763d2b9c42195f,19.59975,True,0.9865627283800242,True,True,13.854375000000003,5.248125000000003,8,108.94276428222656
3cf80dbf4b1d9bfea442ccbdbc19195q,7.31975,True,0.9270886868068224,True,True,0.9112500000000008,1.9912500000000009,2,98.30743408203125
de9d08bbb6a13ac25c2d8c33c63b195q,12.888,True,0.7,True,True,7.796249999999999,7.796249999999999,13,96.76235961914062
5579310be3e5166e3cb997febe83195l,32.74,True,1.0,True,True,17.55,12.706875,10,101.03291320800781
70875372ac454b48e504a35faf8f195n,104.11975,True,1.0,True,True,41.546250000000015,44.955,28,105.5415267944336
ca3b1f225563f608b5883728840c195j,16.99975,True,0.8264133127738904,True,True,9.466875,5.146875000000002,1,104.52984619140625
ddfc751a7b4835bd0a738d87b83a195m,4.85975,True,0.5463109634333977,True,True,0.9281249999999992,0.23625000000000007,1,86.74421691894531
5b108806504b2b018c1eb5bc2902195m,19.656,True,0.6869333333333332,True,True,5.838750000000003,5.838750000000003,9,101.26667022705078
f38f84ad4bae25256e8eacc9a5c5195m,5.4,True,0.6175859374999998,True,True,0.590625,0.590625,1,94.0904541015625
1fa7b17562bf07cbceb0627b46eb195n,13.896,True,0.49532253886010363,True,True,0.6750000000000009,0.6750000000000009,3,83.56268310546875
0f28dea5551e944f4e3d30e61fdf195q,25.848,True,0.49335010445682453,True,True,1.1812500000000024,1.1812500000000024,5,85.80109405517578
6697dbc9c8c1d582bf6e0864e0f4195j,51.19975,True,1.0,True,True,25.987500000000004,25.54875000000001,17,102.94439697265625
1119fcef761f663676e50d98837a195m,17.712,True,0.6869333333333332,True,True,6.395625000000003,6.395625000000003,9,100.37982177734375
2205cc12e122e4674e3d92dc8439195l,164.36,True,1.0,True,True,77.32125000000002,53.37562499999999,48,104.91307067871094
0b5229a3bc49aa8673a0e62f7ff7195o,71.77975,True,1.0,True,True,32.113125000000025,16.368750000000002,21,108.35995483398438
fdb95dffa72cd91ea5ce6e12f61f195q,15.12,True,0.7,True,True,9.078749999999996,9.078749999999996,11,101.03208923339844
4e39fd7316bc7f2f3d1a80fd4991195q,16.848,True,0.49017107371794877,True,True,0.6918750000000022,0.6918750000000022,3,95.17647552490234
c018a9d317e5bf45c1c1f15b7430195e,3.18,False,0.36726618705035974,False,True,0.405,2.345625,1,92.43077087402344
2d4cf67d79944637b6385ea64242195m,115.056,True,0.7,True,True,81.84374999999999,81.84374999999999,45,101.61811065673828
500d4e8fe0605f3f3b7160335b31195f,3.2,True,0.8806306306306305,True,True,1.8731250000000002,1.231875,1,93.89936828613281
9e4aa77280fa9adb54cbebd584c6195e,7.13975,False,0.2,False,True,0.0,2.176874999999999,0,95.15473175048828
5082b55c5b78c27df4ce3a0665f0195l,23.79975,True,0.9992467204843591,True,True,16.723125000000003,13.19625,8,96.5919418334961
26e5fc44d424ac0e47302542fe43195q,10.19975,True,1.0,True,True,2.2950000000000004,1.9912500000000009,1,88.26963806152344
b64179ca139e4f4a5b81e22f50da195g,20.24,False,0.4418295739348371,False,True,9.618750000000002,5.5350000000000055,7,95.40992736816406
fe8e87bb153ebe2e8e5b222ab73d195q,4.97975,True,1.0,True,True,2.53125,1.7718750000000003,4,106.23127746582031
9894543c9d0346b482f2a6622c11195j,9.879875,True,0.916991643454039,True,True,6.058125000000002,1.029375,3,100.98660278320312
c893a1ccd72c6b7578f763ef06f6195e,141.42,True,1.0,True,True,25.886250000000043,35.87625000000004,31,104.82038879394531
