recording_id,duration,conversation_detected,conversation_confidence,caller_has_speech,receiver_has_speech,caller_speech_duration,receiver_speech_duration,turn_switches,snr_db
364a0af8e1ae8bc924b489e6fca8195q,23.04,True,0.5601755593039771,True,True,2.7843749999999976,2.7843749999999976,11,95.15298461914062
4757ee60a56698a00f27f9dbe5b9195l,11.32,True,0.6475174088855185,True,True,1.0631249999999994,3.8137500000000006,1,98.58804321289062
c4fcf7f05cfa67f83c8dd6f12aa9195p,29.64,False,0.47308829190956325,True,False,17.58375,0.9112500000000001,1,97.56590270996094
1c5c0c08eb0e7349a3609550746c195m,19.728,True,0.7,True,True,8.926875000000003,8.926875000000003,11,101.34994506835938
62960f3cfc99a144496e2fa54be0195j,5.64,False,0.2,False,True,0.0,0.8268750000000007,0,89.8653335571289
b3fa93171aeff534012199127cd8195m,26.57975,True,0.9888838383838382,True,True,12.150000000000002,11.47499999999999,11,104.42542266845703
e69e185d497c166b72682d1ea604195h,33.15975,True,0.5260601646622096,True,True,17.938125,0.38812500000000005,1,105.93211364746094
85b3ae98dc55cbdc13eb86b302ac195q,6.89975,True,0.8845219031210292,True,True,0.995625,0.9112499999999999,1,101.72736358642578
998e8db01deeaf6cf3b5ac1b1c8c195h,5.19975,True,0.8290558199913458,True,True,1.5187500000000007,0.45562499999999995,1,102.04527282714844
57afdcccfa91b568e5196a3ef8c9195l,32.48,True,1.0,True,True,8.960625000000002,12.470625,10,106.79978942871094
d4098c23659312a228f06fb4dddd195n,18.76,True,1.0,True,True,4.185000000000004,5.146875000000003,9,100.72325134277344
e0d595f7223208242248b307bd94195e,10.61975,False,0.3602040816326531,False,True,0.2531250000000007,2.4806249999999994,1,103.42200469970703
ad0894038982c9653ceb91de52c0195i,60.98,True,0.9747378863826232,True,True,20.199375,14.664375000000003,16,103.20936584472656
933230e6a31cd36acd52c9da5ae7195n,41.41975,True,1.0,True,True,9.635625000000006,10.108124999999998,14,103.17329406738281
9f718515f7ac79252fa0eced73be195m,39.168,True,0.7,True,True,27.675000000000004,27.675000000000004,15,98.66058349609375
81f37c9f74e1eb13b6e00e00112b195j,18.71975,False,0.4476271186440678,False,True,4.978125,1.8731249999999982,8,96.4131851196289
7115155b069f258fbe7d452b6e89195q,11.09475,False,0.5535028961379047,False,True,0.2531250000000007,5.805000000000003,1,98.17928314208984
49d421ded2584e470784c456f720195d,8.14,True,0.9859469026548671,True,True,1.9068750000000003,1.8562499999999988,4,100.93746185302734
240be6c9a331150549e654a0f7ea195q,10.31975,True,0.8177464788732395,True,True,5.990625,1.0631250000000014,2,105.09889221191406
8de7ef11ca39b0056aac124fde40195g,0.77975,False,0.0,False,False,0.0,0.7762500000000001,0,59.83719253540039
5e1f761edaa1c7e7fa55f4682c75195j,13.59975,True,0.8573448275862068,True,True,9.787500000000001,4.455000000000001,4,99.40165710449219
21f9d3cba9c691687918138053f8195j,16.48,True,1.0,True,True,6.51375,6.31125,8,107.7349853515625
c149ef75e9cbc7a3a94fdc198b54195o,13.05975,True,1.0,True,True,2.4806249999999994,3.1724999999999994,5,100.39078521728516
16ddc1604b16ceebcdd2a939ded1195c,17.08,False,0.4725742574257426,False,True,3.4087499999999995,1.4512500000000004,3,99.71337127685547
c17f43712340ee85a5a33d78f89a195q,9.72,True,0.6439999999999999,True,True,2.66625,2.66625,1,98.82861328125
337dd97c2d16e9a330ca56745a12195j,8.42,True,0.8428437644024531,True,True,0.9281249999999996,2.2612499999999995,4,96.49043273925781
b4bc7a77f5c530134ac7348fe14e195l,14.81975,True,0.8948319819043798,True,True,0.84375,1.9068749999999994,4,95.28558349609375
56993c7f7eb1cf56e2361b85eda5195q,9.99975,False,0.2,False,True,0.0,0.3712500000000003,0,84.75434875488281
5ac50ace0c923df1a0380ad3275a195m,65.304,False,0.13999999999999999,False,False,0.0,0.0,0,74.52994537353516
5a9836a7589e4d87da25720c6134195n,4.5,False,0.2,False,True,0.0,0.5062500000000001,0,93.02998352050781
ec297efd00e7a280b8b2f6b3dafb195q,8.92,True,0.9063258657579565,True,True,0.6918750000000005,0.5568749999999998,2,97.07108306884766
3cf1a0ce03eb8eb69ff205e8c716195m,11.98,False,0.2,False,True,0.0,1.7212499999999986,0,94.81856536865234
2edc035ce3894fd26b1ed72342af195m,4.53975,True,0.9147058823529411,True,True,2.86875,0.421875,1,103.54586791992188
30861b2c541743d6f601770b896e195j,16.0,False,0.49106382978723395,True,False,3.1724999999999994,1.6199999999999966,8,98.85719299316406
8afca0324bd43414be3cce9c2fa1195j,15.85975,True,0.6292728590114705,True,True,3.5943750000000003,1.6200000000000017,1,102.86906433105469
51d7107306bb657650942dafd0cf195n,74.16,True,0.7,True,True,49.27500000000001,49.27500000000001,37,108.39418029785156
345da33b58bc19c7b1627bfb8699195n,25.41975,True,1.0,True,True,6.7499999999999964,8.673749999999997,7,105.61610412597656
99fab93c3b9c6a26c532cba6f516195q,23.472,True,0.49553719325153367,True,True,1.147499999999999,1.147499999999999,3,85.18868255615234
79cd3d3d265c951a57de2f54ea1d195f,66.92,True,0.9671675423022572,True,True,35.82562500000002,24.063749999999995,13,101.8251724243164
b4339b7c567c1bb03e5fcf20b6e6195q,21.528,True,0.5484206382385729,True,True,2.126249999999999,2.126249999999999,9,104.47532653808594
a3b2c80ab026f51411b36e3fe479195e,27.16,True,1.0,True,True,7.728749999999996,7.948125000000002,4,104.5972900390625
1d965b0db57d8cd6b31d149638d0195l,8.25975,False,0.2,False,True,0.0,1.1137499999999982,0,98.26496887207031
20797d906928dda2c70b868d95aa195l,10.09975,False,0.36780821917808215,False,True,0.21937499999999943,1.231875000000001,1,98.94725036621094
98268eb9ee046c9793d62c9e33fa195m,34.2,True,0.7,True,True,19.65937500000001,19.65937500000001,17,102.46014404296875
8afa6aa991499d992da3114a8fba195d,6.74,True,0.8951798561151078,True,True,4.69125,3.67875,3,102.87006378173828
fc7992ec7b2bb4349e0a0b961257195m,20.664,True,0.7,True,True,7.948125000000001,7.948125000000001,11,105.44451904296875
8cd1dd3f6d1ee6e3b770485fe9be195o,20.31975,True,0.814069264069264,True,True,15.592500000000001,2.1937500000000023,6,105.96430969238281
9d4e50004e0fcb701c24e791da60195q,15.984,True,0.7,True,True,5.264999999999996,5.264999999999996,17,99.01981353759766
d805c4fe86d2a81df1dcd43dde11195e,38.26,False,0.2,True,False,2.565000000000002,0.0,0,92.09793853759766
a5f6c94633d8b57aa88586f73c24195e,152.46,True,1.0,True,True,54.74250000000006,54.472500000000025,53,105.88262939453125
e37035450532094aa14be6ca9518195j,5.5,True,0.8442949645537949,True,True,1.8393750000000013,0.5062500000000001,2,95.43258666992188
aa276acc001ccdfaefe2e154349b195d,6.77975,True,1.0,True,True,1.1306249999999993,0.7424999999999999,1,94.35034942626953
16b4eb347e53e94c1d199c3dad9c195i,8.29975,False,0.2,False,True,0.0,0.9112500000000008,0,100.23131561279297
5632fca685fd53bc56af38fd3648195e,17.69975,True,0.958339952806185,True,True,2.885625,4.235625000000004,6,96.5860824584961
c3fe23d721f5e40f5ff9a1f78a4f195j,15.29975,True,0.7153650863279811,True,True,3.4256249999999997,0.6581250000000018,1,100.738037109375
f21e6fef62fa1c62ba75d66ab63b195q,9.77975,True,0.9609777226531233,True,True,1.2993750000000013,1.1981250000000006,3,98.30158233642578
c2121d1bfc738d5cda1357e25d2d195d,64.79975,True,1.0,True,True,19.844999999999988,22.848749999999985,26,105.27896118164062
a379e74ea5b20c86440c74590442195f,230.29975,True,1.0,True,True,53.78062500000004,86.75437500000007,48,107.2365493774414
8871375e7acfafe15f6f2c61837c195d,2.52,False,0.1,False,False,0.25312500000000004,0.0,0,74.05963134765625
4b132f2a9674b79bbc5943842d82195e,8.19975,False,0.2,True,False,5.8556250000000025,0.0,0,105.96421813964844
4f95c9242188e2a82362b79a5db2195m,12.61975,True,1.0,True,True,1.3500000000000005,2.3287499999999994,2,103.02484130859375
