recording_id,duration,conversation_detected,conversation_confidence,caller_has_speech,receiver_has_speech,caller_speech_duration,receiver_speech_duration,turn_switches,snr_db,is_mono
c1ab80c89e7a5c2cb2df4c681e2e195i,8.22,False,0.7467165819360555,True,True,5.281874999999999,0.32062500000000016,1,103.87610626220703,False
c98ca0016efede63c55697cf03c9195o,71.04,True,1.0,True,True,27.92812499999998,26.544375,33,103.4053955078125,False
1d60c34a5c4fc9da6cc768f4b770195e,11.8,False,0.3948098733628658,True,True,0.421875,1.1137500000000002,1,97.59512329101562,False
63c9c548c1b11c1be802d4219f91195e,2.75975,False,0.2,True,False,1.65375,0,0,93.47659301757812,False
cf336dd91bcfcd4c02a89d7a8e7c195o,24.06,True,0.9954919354838709,True,True,4.775625000000003,10.462500000000002,6,107.9207763671875,False
63b3da0b541eff9d9973867503c5195f,35.39975,True,0.9064408233276158,True,True,17.887499999999996,4.4043750000000035,11,104.4650650024414,False
830415c822550d5ef72f828877a0195l,3.39975,False,0.5175778915782643,True,True,0.25312500000000004,1.738125,1,95.94511413574219,False
13dad5c29de88e40eccac799a7a4195c,20.69975,True,1.0,True,True,5.096249999999998,4.336875000000001,2,97.59844970703125,False
622f5b7b58fe9d7edb8015c44fe9195l,3.38,False,0.2,True,False,3.2906250000000004,0,0,98.16693115234375,False
a7d36c4bf3956118e16da16c0d25195q,7.76,True,0.9449714285714285,True,True,1.2318749999999996,2.953125,3,99.92626953125,False
cb6445c889ca29f57c763d2b9c42195f,19.59975,True,0.951590361445783,True,True,14.006250000000003,5.248125000000003,8,108.94276428222656,False
3cf80dbf4b1d9bfea442ccbdbc19195q,7.31975,True,0.9270886868068224,True,True,0.9112500000000008,1.9912500000000009,2,98.30743408203125,False
5579310be3e5166e3cb997febe83195l,32.74,True,1.0,True,True,17.296875000000004,12.706875,10,101.03291320800781,False
70875372ac454b48e504a35faf8f195n,104.11975,True,1.0,True,True,41.27625000000001,44.448750000000004,28,105.5415267944336,False
ca3b1f225563f608b5883728840c195j,16.99975,False,0.6325,True,True,9.466875,4.86,1,104.52984619140625,False
ddfc751a7b4835bd0a738d87b83a195m,4.85975,True,0.707027203980751,True,True,0.9281249999999992,0.421875,3,86.74421691894531,False
6697dbc9c8c1d582bf6e0864e0f4195j,51.19975,True,1.0,True,True,25.751250000000002,25.059375000000006,19,102.94439697265625,False
2205cc12e122e4674e3d92dc8439195l,164.36,True,1.0,True,True,77.27062500000002,53.54437500000001,48,104.91307067871094,False
0b5229a3bc49aa8673a0e62f7ff7195o,71.77975,True,1.0,True,True,31.86000000000003,16.368750000000002,21,108.35995483398438,False
c018a9d317e5bf45c1c1f15b7430195e,3.18,False,0.2,False,True,0.405,2.345625,1,92.43077087402344,False
9e4aa77280fa9adb54cbebd584c6195e,7.13975,False,0.4,False,True,0.18562500000000004,2.176874999999999,1,95.15473175048828,False
5082b55c5b78c27df4ce3a0665f0195l,23.79975,True,0.979345265348595,True,True,16.216875000000005,12.909374999999997,10,96.5919418334961,False
b64179ca139e4f4a5b81e22f50da195g,20.24,False,0.4418295739348371,False,True,9.618750000000002,5.5350000000000055,7,95.40992736816406,False
fe8e87bb153ebe2e8e5b222ab73d195q,4.97975,True,1.0,True,True,2.53125,1.7718750000000003,4,106.23127746582031,False
9894543c9d0346b482f2a6622c11195j,9.879875,True,0.9176811594202898,True,True,5.821875000000002,1.029375,3,100.98660278320312,False
c893a1ccd72c6b7578f763ef06f6195e,141.42,True,1.0,True,True,26.443125000000034,35.65687500000004,33,104.82038879394531,False
ad8030b50211d58ba51f6c5a4016195c,8.59975,True,0.8457291666666665,True,True,7.290000000000002,2.5818749999999993,3,103.22017669677734,False
3ec9e14b76c3ca297bb84bd8f3e3195q,8.23,True,0.9838888888888888,True,True,3.6281249999999994,3.796875000000001,4,101.64410400390625,False
f485b28ee0f6768504969b94f869195k,21.56,True,1.0,True,True,4.978125,3.5100000000000025,2,93.4952621459961,False
7580ac1b5139d089e3c1c845af8e195c,12.18,True,0.8556907894736842,True,True,2.2612499999999995,5.1300000000000034,4,98.67933654785156,False
3c1d73572ef851c5f44a71c681d6195c,4.87975,False,0.4,False,True,0.25312500000000004,1.9912500000000013,1,104.11888122558594,False
